ContractID,BusinessName,PartnerName,StartDate,EndDate,ContractValue,PaymentTerms,ScopeOfWork,ContractStatus,RenewalDate,TerminationClause,ConfidentialityClause,Jurisdiction,ContractDocument
ef729783-5f4a-4fa4-98cf-cc737ea89bf7,Barnes LLC,"Torres, Adkins and Hernandez",9/20/2019,3/5/2024,797311.69,Net 30,generate end-to-end applications,Expired,1/24/2025,School should field let.,Church back investment result majority by care.,Arizona,war.pdf
e7e42467-645a-4429-8b1c-9631b039d842,Joseph-Jenkins,"Valentine, Hanna and Williams",3/23/2021,8/5/2025,653114.69,Due upon receipt,redefine turn-key infrastructures,Pending,12/15/2024,Key debate conference democratic born outside.,Agency assume necessary occur skin laugh.,Virginia,off.pdf
56874eb7-d797-4eae-af16-dc52d623bc1c,Johnston Ltd,"Mitchell, Thomas and Thomas",4/13/2020,3/10/2024,800088.99,Due upon receipt,evolve granular models,Pending,9/25/2023,Expert father he.,Local citizen marriage one stop management house.,Connecticut,near.pdf
513365ca-5589-4076-a2fd-2e5375f2893b,Shepherd-Bell,Gamble-Nguyen,3/27/2022,2/4/2024,448431.63,Net 30,exploit best-of-breed schemas,Terminated,11/13/2024,Tell recognize become deep difficult right note.,Machine get despite civil.,New Jersey,benefit.pdf
102722e3-37c3-4f7c-8391-d3e23acec047,"Joseph, Walsh and Sutton","Clark, Brown and Bradford",10/11/2022,5/15/2025,662197.7,Net 60,engineer distributed e-commerce,Terminated,6/14/2025,Song garden husband open leave money.,Approach hair herself national common.,California,free.pdf
0b22472d-8820-40c4-9902-b6d44441bcb7,"Delgado, Valentine and Smith",Mitchell and Sons,10/24/2018,2/17/2024,185307.86,Net 30,streamline granular e-tailers,Pending,10/13/2024,Standard example source project account approach service.,Power level test board machine opportunity where.,Illinois,on.pdf
945d4ad8-cf1f-4907-a419-9f84f9824e61,Lewis PLC,Ingram-Brown,3/8/2022,5/14/2026,756141.98,Due upon receipt,extend vertical communities,Pending,7/28/2024,Ten information more than later.,Film owner officer fine economy white.,Colorado,rule.pdf
54138a5d-ef86-4fe6-b592-c636d3ed9ef2,Gray-Preston,"Davis, Willis and Hall",4/15/2020,4/1/2028,630520.58,Net 45,scale collaborative deliverables,Expired,2/22/2025,Make great school lawyer audience probably.,Program event discussion Republican position including push.,California,develop.pdf
e122f4d4-927b-4b3a-8778-5fdcb74d9609,"Padilla, Bennett and Shaffer",Madden PLC,1/28/2023,9/8/2026,343384.29,Net 30,e-enable scalable niches,Expired,6/30/2025,Weight ago somebody executive government seem third might.,Moment level cultural choose.,Idaho,than.pdf
376c7955-5a02-4976-8f97-ffd460f8a423,Davis-Patrick,Neal Group,8/26/2018,3/7/2026,627322.74,Due upon receipt,grow visionary applications,Active,8/15/2024,Evidence trouble light general on.,Involve subject guess.,Michigan,night.pdf
c038215a-6c4a-4913-8dc2-e4b9f81dd6dc,Thornton-Campbell,Williams-Lewis,8/14/2018,8/25/2024,969208.16,Net 60,enable revolutionary e-business,Pending,1/1/2025,Husband wait go certain apply other certainly situation.,Clearly peace brother good.,Virginia,state.pdf
ea5c82f6-8ca3-4b82-b3ac-0b7c0e411ea8,"Johnson, Jensen and Colon",Duncan-Mitchell,8/3/2021,6/30/2025,297053.27,Due upon receipt,unleash integrated networks,Pending,3/29/2025,Support win two surface word side.,Point heart down outside.,Alaska,country.pdf
3dab7551-edde-4efd-b68d-f964c6dac441,"Davis, Martin and Ruiz","Heath, Shaw and Walker",9/9/2018,11/23/2023,842825.76,Net 30,visualize bleeding-edge functionalities,Terminated,1/13/2025,Certainly board still poor.,Power charge while strategy.,Alaska,value.pdf
a95e77e6-dc0a-491b-a2cd-8edc7ad13bfd,"Patton, Shepherd and Williams",Delacruz Ltd,5/25/2022,2/12/2027,313771.87,Due upon receipt,streamline holistic vortals,Pending,8/18/2023,Their subject investment approach need involve line.,Value area go hear accept floor surface.,Ohio,follow.pdf
1de69b9d-94d8-422d-b3ee-cc2b0ca2db98,"Romero, Jones and Matthews",Williams Group,4/13/2023,1/1/2024,103096.2,Net 60,visualize best-of-breed schemas,Pending,7/4/2024,Size too last say fund among.,Develop game behind show rule entire.,Oklahoma,with.pdf
28048801-7973-41c2-a630-7544a4bcc53e,"Harvey, Dominguez and Munoz","Hall, Sanders and Gonzalez",11/25/2020,1/31/2026,232756.37,Net 30,disintermediate visionary deliverables,Pending,7/24/2025,Food believe continue his yeah reach not.,Indeed describe bit little nice statement certain now.,New Mexico,pass.pdf
8473078e-5415-4551-87d6-8ae15017dcc1,Patterson-Norton,Brown-White,12/29/2018,7/6/2024,985654.76,Net 30,incubate revolutionary content,Expired,9/9/2023,Difficult another scientist good describe firm.,Author safe back through give.,New York,leg.pdf
54fc733e-3acc-4c81-a831-fe78ca35d5c0,"Cruz, Guzman and Wallace",Johnson-Nicholson,10/17/2018,5/13/2025,176261,Net 30,engage cross-platform applications,Expired,4/5/2024,Training minute trial direction.,Call look fast rest need research tonight.,Maryland,create.pdf
ea2d320e-5e28-449f-8d16-e626d9e70f4b,Wilkerson-Jones,"Hamilton, Garza and Beard",10/17/2020,11/17/2026,411021.33,Net 45,grow magnetic paradigms,Terminated,12/13/2024,Development whose quite.,Never drive him Democrat wrong able know.,Hawaii,appear.pdf
8bce7e0a-8211-423a-b8d6-067780af844d,Adams PLC,"Morgan, Stewart and Alexander",9/16/2022,9/10/2025,625858.59,Due upon receipt,grow cross-media supply-chains,Terminated,5/1/2024,Gun yard member.,Television population kid before we drop market.,Kansas,agent.pdf
95dd6978-c00a-410c-b231-f5d37eeac03d,"Stone, Pierce and Pope",Brennan-Donovan,8/23/2022,1/31/2028,769296.55,Net 45,utilize revolutionary content,Expired,7/18/2025,Organization because development current behavior their.,Group fill air over.,Indiana,for.pdf
f58856a1-9232-4653-9917-a1bca0422bad,Harrison-Brock,Ortega and Sons,12/13/2020,8/15/2023,930650.88,Net 30,morph seamless convergence,Active,2/19/2025,Never indicate what fight although.,Sort your answer edge brother.,Utah,account.pdf
b90bc5e8-dfdc-400f-a6f3-5ea2ffea66b7,Wood LLC,Lee Ltd,2/15/2019,8/11/2024,815725.02,Net 30,engage enterprise systems,Active,5/17/2025,Amount decide radio bad send.,Article body skin line election even.,Ohio,produce.pdf
23584568-cc74-40fd-bb60-222d29a98b4b,"Young, Black and Carson",Lozano-Woods,8/30/2018,2/8/2028,761715.25,Net 60,productize transparent schemas,Expired,11/26/2023,Store race wait rather teach sign including.,Beyond ten new final than candidate market.,Tennessee,chance.pdf
48e6f11a-108a-44cd-abec-9209add35e8b,Farrell-Jenkins,Gonzales-Barnes,2/25/2023,7/20/2026,76752.46,Net 60,transition plug-and-play experiences,Active,1/10/2025,Big tonight say respond federal.,Reflect else wrong fall happen student.,New Mexico,too.pdf
4216b99a-e5bc-48f7-8f08-6086bb8e7dbe,Young-Rush,"Guerrero, Russell and Gregory",10/18/2019,7/17/2026,311250.71,Net 30,cultivate out-of-the-box architectures,Expired,12/16/2023,Whose religious wife defense policy network newspaper consider.,Various garden compare hospital impact network.,Wyoming,through.pdf
d77a2452-a64e-40f3-b1eb-4ba9ffa51cef,"Sanchez, Booker and Fleming",Hernandez PLC,4/13/2021,4/2/2028,674523.84,Net 45,extend sticky synergies,Expired,10/4/2024,Difference tough share first.,Join attorney positive enough fish western.,Pennsylvania,indeed.pdf
a69929a9-e2e3-49d6-a912-8656fb4bdfdf,Gibson-Baker,Jimenez-Anderson,10/9/2022,9/22/2025,32195.32,Net 45,enable 24/7 relationships,Terminated,10/28/2023,Model law performance because see usually officer.,Professor never stand speech watch very imagine note.,Illinois,run.pdf
c1e382f7-7911-4895-aa0c-af61f66d8c52,Horne Inc,Wells Group,1/29/2019,10/1/2026,292409.15,Net 60,unleash cutting-edge info-mediaries,Pending,2/3/2025,Military short should few yeah wish.,Include home imagine career study.,Florida,way.pdf
7bc5df3c-9d90-4a88-9574-808e0f6b9252,"Harper, Phillips and Contreras",Weeks-Davis,6/22/2022,1/3/2024,561482.83,Due upon receipt,drive cross-media solutions,Terminated,11/21/2023,Production you never allow effect.,Behavior order note now take increase.,New York,light.pdf
8c306068-9d79-4b27-a613-992d3033e4da,Lewis Group,Cummings LLC,6/21/2021,8/1/2027,199046.93,Net 45,seize seamless info-mediaries,Terminated,4/2/2024,Popular beat stuff possible away.,Agent station stay deal.,Mississippi,artist.pdf
0dd8dbb4-fa8c-429c-baed-87c7a0685b71,"Jackson, Walters and Nichols","Paul, Fuller and Hawkins",10/19/2020,12/7/2026,7879.68,Due upon receipt,morph clicks-and-mortar e-tailers,Expired,2/29/2024,Travel government understand religious member suddenly inside.,Compare structure onto behavior suddenly.,Indiana,common.pdf
60e50fe8-4141-4b48-a1b2-b39ce3fc3aa4,Robbins Inc,Tapia-White,4/11/2020,7/12/2025,899825.31,Net 30,incentivize killer channels,Expired,9/2/2024,Manager sound happy condition.,Plant conference would network economy leader choose structure.,South Carolina,campaign.pdf
d2357b8f-4b23-4c38-ad56-adef19fcf152,Martin PLC,Hernandez-Fields,10/18/2022,2/8/2027,769313.58,Net 45,productize global vortals,Terminated,6/11/2024,Summer commercial enter much course number.,Item across eight general.,Oklahoma,model.pdf
1be33aaa-bd1f-4f16-be57-43ceb86a1302,"Sanchez, Wells and Ayers","Horton, Paul and Nguyen",12/18/2021,5/4/2024,321459.74,Due upon receipt,repurpose world-class action-items,Active,5/8/2024,Player decade similar wind audience share.,Return religious phone face.,Connecticut,health.pdf
75c38243-baf3-4541-8db2-1db07666431f,Davis-Rodriguez,"Collins, Osborne and Vasquez",9/23/2020,8/15/2024,617457.8,Net 60,benchmark cross-media solutions,Terminated,6/6/2024,Response debate age quickly land.,Necessary environmental low morning.,Nevada,street.pdf
cca78a35-6816-49c6-a167-56d1a71d9588,Williamson LLC,"Perez, Brooks and Gray",1/13/2022,1/23/2028,722327.82,Net 60,benchmark cutting-edge technologies,Active,9/19/2023,Bed do voice around matter car reveal.,Stand the social miss.,Texas,for.pdf
d3741853-7ab5-42bc-935b-9b41aeedf656,"Rios, Arnold and Perry","Davis, Bradford and Torres",4/24/2019,1/1/2025,657139.32,Net 60,target plug-and-play channels,Terminated,2/7/2025,Top business me.,Serious word usually standard cell like decision.,Montana,protect.pdf
a1514396-503d-4364-b7aa-9b124d84c752,Smith LLC,Mccullough PLC,6/9/2020,5/26/2027,106028.06,Net 60,empower intuitive users,Pending,1/27/2025,Turn response sign.,Community standard trade yard maintain deal.,Maine,sort.pdf
bf021b56-7455-4873-b4b1-766d8d129868,"Conner, Burnett and Nelson","Rodriguez, Anderson and Nelson",7/26/2023,7/30/2025,72441.65,Net 30,expedite plug-and-play deliverables,Pending,6/19/2025,Soldier person president result help face maintain.,Rule win culture story statement suffer.,Delaware,likely.pdf
7e0fe087-24f3-4120-91ed-d0dd350fff5d,"Dennis, Mcbride and Cooper","Horn, Sutton and Dunn",2/10/2020,8/27/2025,381707.41,Net 60,syndicate global bandwidth,Terminated,11/15/2024,Long young area benefit instead short.,By protect firm someone.,Kansas,change.pdf
b697a848-9d7a-4aa9-a895-0057d39991da,"Bell, Baker and Ramos",Howell Inc,1/20/2019,3/11/2028,646116.18,Net 45,monetize mission-critical communities,Terminated,4/22/2024,Film turn share group.,Tend onto traditional its those.,Minnesota,through.pdf
fe1f004b-8ba4-4286-81a0-2cf434ff0fdb,Morgan-Malone,Bullock-French,11/22/2019,11/18/2024,28892.53,Due upon receipt,drive e-business interfaces,Terminated,6/8/2024,Last office drive customer.,Tv care easy rock crime red late.,Minnesota,begin.pdf
ffc81def-0f74-4485-a009-0bbca5733727,"Ross, Perry and Brown",Wilson-Monroe,9/27/2018,8/3/2023,648557.72,Net 30,exploit distributed communities,Active,2/23/2025,First system receive center.,Leader your three car nation art accept.,New Hampshire,last.pdf
96d3b50d-c1a9-486a-8ffc-6e96b98ac5e9,"Cunningham, Christensen and Spencer","Larson, Wilson and Conway",11/4/2018,11/29/2025,873899.93,Due upon receipt,facilitate 24/365 convergence,Expired,2/25/2025,Challenge quality bank eye way example meet.,Report television break back.,Delaware,under.pdf
e2b76408-0c00-45fe-b7fe-b843a8d764e2,"Gallegos, Martinez and Patel","Powell, Robbins and Paul",11/5/2018,8/13/2026,271403.52,Net 60,maximize viral technologies,Pending,11/9/2024,Near arrive station.,Pay hot tend treatment.,Illinois,husband.pdf
6f0e242c-9c80-4edd-9618-4f488e1525b4,Welch-Miller,"Williams, Klein and Ware",2/6/2020,9/19/2024,912782.63,Due upon receipt,generate compelling models,Pending,2/27/2025,Media federal change agency land race probably.,Eye road movie.,Vermont,foreign.pdf
71fd6b42-ee35-4ef4-af0c-2cb1782ba791,"Sosa, Morris and Marshall",Brooks-Swanson,2/14/2021,1/2/2026,985114.1,Due upon receipt,repurpose killer convergence,Pending,1/29/2025,Real natural better any need bar.,Into ahead minute night able top.,Wisconsin,happy.pdf
07903808-645c-4625-ad91-4e3cd5d751bd,Dennis-Bond,Vega-Adkins,1/3/2022,6/21/2027,48753.43,Due upon receipt,maximize customized mindshare,Expired,3/15/2024,Leave two two per with stage.,Door third voice happen up.,Oregon,turn.pdf
57626df4-bdc5-4229-9fcd-0a37e7923600,Turner-Adams,Jones PLC,6/14/2019,3/22/2028,885763.31,Due upon receipt,deploy integrated interfaces,Expired,1/23/2025,Water or good west positive when recent.,Financial member mission.,West Virginia,bed.pdf
6c7b1b38-2947-4991-b36b-ea94a3037e15,"Elliott, Cline and Lara",Lee and Sons,5/18/2021,3/24/2027,980594.12,Net 30,architect extensible action-items,Terminated,6/26/2024,Case support senior upon.,Detail voice just some decide notice point.,Colorado,despite.pdf
15b1334b-e3b0-4550-adc9-9328de3aeaef,Johnson-Gardner,"Hopkins, Wilson and Durham",7/7/2020,2/12/2025,151744.18,Net 45,whiteboard sticky synergies,Terminated,7/23/2024,Gun defense success.,Recently thus her help politics as election realize.,Nevada,could.pdf
1a574ea1-9786-4b3f-84fa-c86a8aa46dd4,White-Young,Smith and Sons,1/8/2019,12/28/2025,241470.16,Due upon receipt,implement real-time systems,Pending,2/3/2025,Eye fear structure he company will he.,Itself get maybe produce vote trial.,Virginia,back.pdf
b00993f1-e5eb-419b-a062-e32c76e61493,Sanchez-Nelson,Peters Group,11/1/2021,12/27/2023,473900.09,Net 60,engage holistic content,Expired,6/28/2025,Goal here account.,Capital send seat response.,Vermont,wait.pdf
65f03c22-0b22-452b-8b5c-aad22b02a80d,Morris-Castro,Small-Davis,5/25/2021,6/15/2025,467041.29,Due upon receipt,incentivize cutting-edge methodologies,Expired,12/12/2024,Popular hospital never institution vote.,Quite her hit picture difference analysis four.,Oregon,result.pdf
2866958d-759a-4a5c-9154-73433df45a7e,Herrera PLC,"Reeves, Marshall and Torres",12/4/2018,8/28/2027,520117.49,Net 60,e-enable proactive paradigms,Active,9/20/2023,Turn now PM positive choice face benefit.,Admit occur federal that wide.,Maryland,subject.pdf
6fc10445-1cf3-4392-807f-bcea1357ff19,Sanchez and Sons,"Morse, King and Woods",2/24/2020,2/12/2024,436116.7,Net 30,strategize open-source synergies,Expired,1/13/2024,See media long smile mind draw.,Environmental budget rather agent cell project gun.,Nevada,pick.pdf
433d5573-757d-4834-9189-163766b16a2c,King LLC,"Gonzalez, Soto and Sims",6/27/2019,5/28/2028,503268.48,Net 45,facilitate synergistic technologies,Active,1/16/2024,Unit majority get play that.,Nearly color computer himself adult ask.,California,across.pdf
b1d90855-fb3d-4cef-af74-0292448cce00,"Randall, Smith and Hall",Dunn-Mcintyre,5/1/2023,1/29/2026,973544.53,Net 30,re-contextualize impactful experiences,Expired,10/17/2023,Doctor dark best him since civil involve listen.,Trade usually activity.,Delaware,medical.pdf
d17ca0c4-da65-480b-ba1d-ccef0fb354be,Humphrey-Graves,Miller-Boone,6/24/2022,10/5/2024,195708.96,Net 60,evolve plug-and-play infrastructures,Expired,12/30/2024,Series market after tonight since.,Relationship record key example may.,New York,write.pdf
714e1cec-01e7-4692-aa04-816e6e3be39f,Wilson-Reyes,"Oneal, Moore and Lopez",5/9/2019,8/8/2025,96497.02,Net 60,reinvent visionary metrics,Active,6/28/2024,Civil order bit thing kitchen.,Me medical fly certainly hand discussion.,Michigan,customer.pdf
552a7b3b-a2cd-407e-90c8-d70f6ef54893,Smith and Sons,Arnold-Miller,10/13/2019,2/12/2028,937633.41,Net 45,synthesize turn-key channels,Pending,4/24/2024,Mrs oil feel remember miss.,Between commercial toward.,West Virginia,force.pdf
3782da4a-2b47-4c85-8eee-c7034b420483,Austin-Payne,"Joseph, Ramos and Douglas",10/1/2021,1/30/2028,132681.62,Due upon receipt,orchestrate plug-and-play deliverables,Active,8/14/2024,Red media few.,Fire eight east worry.,Texas,fund.pdf
d3892130-afcb-4f20-a17c-63fa9975d0c5,"Hampton, Howard and Ritter",Camacho-Buck,7/16/2019,2/28/2027,702924.23,Net 30,incubate web-enabled platforms,Terminated,6/13/2025,Employee ball daughter near above entire show.,Oil resource heart brother.,Florida,peace.pdf
8e381587-d8dd-4da1-b2cb-d446ce5de4de,Edwards-Bennett,"Shelton, Parker and Webb",9/10/2021,11/1/2023,501834.19,Net 30,scale seamless infrastructures,Terminated,4/24/2024,Attorney rich yet.,Throw party heart night every collection manager.,Mississippi,knowledge.pdf
e22dd576-cf44-4bec-840c-68c37c7509c8,"Payne, Wilkins and Davis",Smith Inc,10/26/2022,8/8/2027,623654.87,Due upon receipt,repurpose front-end e-services,Expired,2/19/2024,Bad test once decide.,Around sit you election suffer not.,Tennessee,natural.pdf
9d060bd2-407d-4aa8-8b0c-facbd7fe3973,Ramirez-Stone,Zamora LLC,10/23/2022,7/2/2027,856085.8,Net 45,iterate revolutionary e-tailers,Active,1/17/2024,Once address rather address explain fire everybody.,Authority boy set nature edge baby.,Texas,improve.pdf
e55a7996-86e3-4970-8115-736e50c08a1a,Johnson Ltd,Cortez PLC,7/13/2021,2/20/2024,355192.09,Net 45,grow mission-critical niches,Terminated,12/18/2024,Economic yeah reality.,Whatever wife student join.,South Dakota,check.pdf
27dd8243-3c23-4db8-9aca-e23fca549dd5,"Lee, Leblanc and Houston",Finley-Nicholson,10/8/2022,9/12/2024,149944,Net 60,innovate real-time models,Pending,5/11/2025,Game protect stock kid serious pick avoid kitchen.,Perhaps guy similar record couple charge.,Wisconsin,hundred.pdf
846e2ac0-26a9-4143-bbf3-80d941bffbb6,Sims and Sons,Hernandez-Holland,7/27/2022,11/25/2027,660360.88,Net 45,synergize intuitive e-services,Expired,7/9/2024,Author price a go media effect adult.,Site and travel politics audience current.,Texas,attack.pdf
924204de-5778-439c-a3cf-83f46f5d2b4e,Curry Inc,"Walker, Jones and Simmons",8/1/2018,10/20/2025,997096.96,Net 45,optimize customized solutions,Active,11/17/2023,Here cell course pay region picture through.,Foot toward man lawyer black task new word.,Alaska,become.pdf
28babff4-d350-4493-96d3-bcb3326e4089,Clark LLC,"Cruz, Erickson and Mccall",2/14/2021,8/16/2025,912926.43,Net 60,aggregate bleeding-edge schemas,Terminated,7/5/2024,Fire clear something maintain.,Stock civil writer record begin clearly reason represent.,North Carolina,language.pdf
bcd9ffdc-ba38-45ce-9a43-f365ad9ca9d8,Carter Ltd,Torres-Williams,9/29/2022,6/17/2024,511681.82,Net 30,seize B2C markets,Terminated,3/30/2025,Pressure once less scientist theory left out.,Other baby event meet area candidate.,New Jersey,vote.pdf
0442e430-bf45-4e5a-8faf-670e16071290,Phillips LLC,Daugherty LLC,3/12/2020,11/19/2023,113574.74,Net 30,brand user-centric mindshare,Terminated,2/2/2025,Office poor media free difference admit.,Movement tree argue court let second opportunity.,Mississippi,various.pdf
42c4e56b-f44a-4639-898f-2b6fc320f331,Flores and Sons,"Mitchell, Gibson and Myers",3/3/2022,10/7/2023,998775.59,Due upon receipt,embrace real-time web-readiness,Active,9/27/2024,Song scientist top.,Small pull Mr rather question today dog.,Alaska,say.pdf
26df33d2-8958-44cd-8d62-d822958e0f11,Peterson LLC,"Cardenas, Davenport and Moore",5/21/2019,8/8/2026,85009.25,Net 60,repurpose ubiquitous platforms,Terminated,4/21/2025,Than toward product tax federal production.,Mean provide small really management daughter kid.,Tennessee,push.pdf
438657e1-b07c-4c0e-907f-26888d3d70ea,Tucker-Cortez,Schmidt-Baker,6/22/2022,6/16/2026,706625.9,Net 60,matrix viral platforms,Terminated,5/14/2024,Research many mouth marriage off prepare one.,Me the difficult leg concern strategy stuff police.,Delaware,car.pdf
d08c62cb-f4c5-4b56-a391-902c918b5311,"Griffin, Marks and Smith",Smith LLC,4/6/2023,8/25/2027,629276.75,Net 30,synergize B2C action-items,Expired,10/13/2024,Least down operation ability tell approach.,Student house information crime off specific near.,North Dakota,best.pdf
b9580194-4e7d-4e5b-b51c-b15179209423,Marshall PLC,Lopez-Burton,12/29/2022,8/13/2023,615640.97,Net 30,optimize 24/7 experiences,Active,8/15/2023,Smile along may teach.,Over activity must history spring.,Oregon,themselves.pdf
91c41cba-589d-4bc0-8c65-f0174dfc8995,"Ruiz, Brown and Esparza",Hendrix LLC,10/23/2019,6/21/2025,570341.07,Due upon receipt,embrace value-added info-mediaries,Terminated,12/21/2024,Expect bar condition claim green language.,Young minute guy pay amount born near.,Minnesota,yeah.pdf
d57e765e-b856-403b-ba03-73dd6be7ad45,Garcia Inc,Brown-Moore,8/5/2022,1/11/2024,104599.5,Net 60,disintermediate transparent infrastructures,Active,5/24/2025,Personal great pass member perform.,Each recently customer live focus purpose light.,New Jersey,final.pdf
f606be6b-8079-480a-8fb0-6e34edd55e48,Burke and Sons,Cantrell Group,1/2/2023,7/9/2027,888659.23,Net 60,deploy holistic interfaces,Expired,6/12/2024,Author audience law develop indeed.,What do wonder stop.,New Mexico,author.pdf
6c847c0d-9627-4a45-ab85-3cbc00127752,Miller and Sons,Burch Group,8/29/2021,9/10/2026,245946.96,Due upon receipt,enable compelling vortals,Expired,5/2/2025,Sure machine allow place director pick.,Shake by black sit guy attorney.,Ohio,foot.pdf
58ab99ea-2e6a-4152-b9c3-97df71091748,"Sharp, Berger and Rowe",Shepherd LLC,1/23/2019,12/19/2024,292222.26,Due upon receipt,exploit vertical solutions,Pending,4/6/2024,What present admit father trade.,Sister industry agency research lead far end.,Oregon,worry.pdf
2391e9a5-c0d3-4d45-ada4-392ebe151bb0,"Henderson, Park and Short",May Ltd,2/20/2022,8/17/2023,820913.63,Net 60,aggregate vertical supply-chains,Pending,3/23/2025,Buy last form feeling reveal he third.,Each because painting prevent hotel water some.,Nebraska,live.pdf
efe80b78-f672-4dfe-ad11-3a61951c33a8,"Shelton, Jones and Hutchinson",Boyer-Scott,11/19/2019,8/9/2027,721640.66,Net 60,extend cross-media e-services,Pending,12/4/2023,Go wife money oil money.,Million wife do hospital.,Iowa,poor.pdf
5739f1e4-7edb-4edd-8533-46b2d42ffee1,Ruiz Group,Davis-Warren,2/1/2021,7/6/2025,709532.52,Due upon receipt,revolutionize next-generation schemas,Active,12/6/2024,Difficult collection then leave end.,Science some party whether letter most they pick.,Maryland,technology.pdf
b60d5ec2-a56b-4ada-8e87-46ceee940e2a,"West, Griffin and Moore","Wilson, Bailey and Parker",6/10/2023,12/30/2023,421543.93,Net 45,engage turn-key relationships,Pending,4/30/2025,Notice back teach finally.,Rich conference feeling message bank.,Oregon,event.pdf
f0b84f5b-8b1d-4026-b1f7-8ba8f5c008c3,Zamora LLC,Lane-West,11/6/2022,12/13/2024,691960.28,Net 60,monetize global ROI,Pending,1/11/2024,Trip today store need professional kid write society.,Store media too always agreement accept.,New Jersey,experience.pdf
875f28d2-1fb0-498a-beae-0bc0ab58ed37,"Barrett, Willis and Love","Hurst, Brown and Banks",10/6/2022,4/24/2027,768391.09,Due upon receipt,engineer frictionless networks,Expired,3/20/2025,Benefit hundred share kid heavy fire.,Send by child wide newspaper Congress employee range.,North Carolina,man.pdf
9ee34bf7-c7e1-48cc-899d-60ca6d53d57d,"Wagner, Bruce and Williams","Cain, Parrish and Jefferson",11/29/2020,5/13/2024,892489.87,Net 45,generate back-end web-readiness,Active,10/24/2024,Often system create let book read option approach.,Travel call arm nearly save right.,Oklahoma,these.pdf
32fed8ec-2b6d-4a93-ad3d-416600e07a8e,"Watts, Brooks and Yu","Mcgee, Lutz and Brown",5/24/2020,4/4/2026,932894.07,Due upon receipt,repurpose clicks-and-mortar solutions,Pending,3/27/2024,Really economic young college traditional could.,Finish lay provide deep special television debate themselves.,Nevada,financial.pdf
6cc0ae69-968a-4df0-9ded-0c955b015d33,"Ruiz, Terry and Johnson",Torres Inc,10/25/2018,5/22/2024,486033.3,Net 30,mesh out-of-the-box partnerships,Active,2/8/2024,Prevent behavior admit music likely describe usually expect.,Capital relationship car soon.,Nevada,you.pdf
44cadba7-5acc-4a49-9000-0a126ac558e2,"Obrien, Evans and Woods","Hernandez, Mcdonald and Carpenter",8/11/2019,3/22/2027,294850.09,Due upon receipt,transition best-of-breed mindshare,Expired,3/16/2024,Southern people page position break billion.,International continue the window force everyone minute.,South Dakota,prevent.pdf
3bea8190-7e63-46ff-b504-a19a516d9eb7,Carter and Sons,Torres-Costa,7/2/2023,6/22/2026,141474.93,Net 30,optimize dot-com e-commerce,Pending,8/23/2023,Serve base we economic.,Ahead arrive TV image successful resource vote play.,Mississippi,dark.pdf
78f398ca-2a6f-4cc9-9d06-2f6b81fc3130,"Jones, Johnson and Orozco",Morrison PLC,4/20/2023,7/29/2025,341140.26,Net 30,exploit robust e-markets,Pending,4/20/2024,Southern happen movie most.,High character ability indicate dinner hotel.,Indiana,return.pdf
3c27a8e7-aed8-401b-978e-66a7e4a45b73,"Miles, Lopez and Vaughn","Wells, Mitchell and Heath",11/12/2022,6/29/2028,791078.88,Due upon receipt,visualize wireless users,Expired,8/12/2023,Yard open pressure bed factor.,Try dinner just investment hit enter clear.,Tennessee,identify.pdf
9f2060e1-0457-4bf5-832f-370793ddb790,Wood-Wright,Hall LLC,7/3/2019,9/13/2026,818369.84,Due upon receipt,envisioneer front-end bandwidth,Terminated,12/31/2023,Throughout as address really law.,Partner wrong green guy those fly expert.,Nevada,wear.pdf
e2e408ef-849c-4105-8ccf-f5c865dba7ea,Andrews-Little,"Mejia, Johnson and Flores",7/6/2021,11/9/2025,608903.37,Net 30,incubate enterprise markets,Pending,4/21/2024,Grow society focus store personal street.,Model voice serious then career.,South Dakota,well.pdf
548d4b53-60e6-41ea-9405-9aacf404bebd,Bruce Group,"Webb, Sullivan and King",11/24/2022,6/28/2027,282394.08,Net 45,matrix scalable markets,Terminated,7/26/2024,Standard deep scientist always decide fight social.,Interview until walk ability exactly.,New Jersey,show.pdf
12a1af94-cdce-47b3-9843-adb03db243b6,Santos-Garcia,Perry PLC,4/6/2020,8/30/2024,744985.36,Net 60,visualize clicks-and-mortar architectures,Pending,6/5/2024,Exactly difficult few day.,Pick reflect minute our small just.,Michigan,thing.pdf
4f36185f-0d3a-4a42-9f21-4c93e06fdf75,Jacobs-Dunlap,Eaton-Schmidt,3/31/2021,7/18/2028,923350.99,Net 45,optimize vertical networks,Terminated,5/12/2025,Long operation total.,Service bank side.,Georgia,want.pdf
4e91c2e5-5c17-4d10-9487-75255e35d85c,"Black, Garcia and Johnson",Cooper Inc,12/17/2018,9/10/2023,69021.62,Net 30,aggregate intuitive info-mediaries,Terminated,10/20/2024,Station the table city thus either tend.,Keep best sign price police live perform.,Nevada,within.pdf
eeaa46a3-2193-4b82-a5fa-f3956b39294c,"Grant, Cunningham and Jones",Welch Group,2/22/2020,9/4/2027,791692.18,Net 30,grow best-of-breed e-markets,Terminated,2/13/2025,While late less image large enter.,Dinner already form hotel before cut.,Montana,lawyer.pdf
